RMS Energy
0.00031954638
0.00037187184
0.00041080677
0.00038828133
0.00031782474
0.0002845084
0.0002928254
0.0002722477
0.00026109087
0.00028468098
0.00024690497
0.00025516536
0.00030517206
0.0004899353
0.00096222834
0.0015573988
0.002083626
0.0022938997
0.0022742911
0.001928112
0.0013298972
0.0008617209
0.09708994
0.18969208
0.23788941
0.25379053
0.23460388
0.16876708
0.08873585
0.007465275
0.00026809445
0.0007520449
0.0007582176
0.0007642859
0.0007856569
0.0016736602
0.002798262
0.0031660455
0.004592017
0.011308702
0.07174084
0.10680723
0.13912609
0.14292552
0.124112405
0.096334174
0.050732296
0.14241047
0.21176247
0.2668291
0.30053344
0.29222506
0.2791435
0.23200612
0.18360734
0.14081797
0.052878503
0.02000012
0.01234122
0.008960658
0.005803366
0.0056319223
0.004388378
0.003170187
0.0014096721
0.0005745201
0.0004861691
0.00044651516
0.00040325767
0.00037286227
0.00030862232
