Spectral Centroid
1660.8056533585157
1708.803937788147
1712.0358945777243
1829.3393333597407
1865.4643244835968
1997.2137328983592
2005.849906282748
1850.8682576551862
1997.3643597173877
2237.4046073979844
2066.9003675384233
2046.825676776507
2168.0346536391967
1841.1303753938917
1530.4181830112002
1721.2611623342796
2021.1604618755778
2108.6288404772304
2077.7816705938753
1901.4980448892534
1683.4088443012865
1673.7606950820732
1625.3913512795411
1731.568077570957
2097.951820834445
2404.1685366685524
2328.6680466937423
2144.4140502482783
1944.7881592597073
2188.08206702829
2154.25987542244
1597.9809215148534
1413.5944286842177
1429.4479720801512
1853.079778329217
1414.8093167742054
1200.8894072671746
1492.641814649886
2103.034051387155
2773.175986379716
1861.3808406633784
1770.4976908356625
2192.671649456286
2279.6817968361156
1863.2635436109424
1718.4969133057198
3441.3542281371087
2376.1886283926515
1915.393165042009
2067.900743930386
1904.1455857842948
1776.7823070796615
1793.6735762257701
1946.1037159979724
1944.432159695544
1822.4754308675422
1779.5234994776433
1488.1366383279797
2134.5113612160776
4718.910010488555
5677.230174336839
5150.772690505861
4218.846600546809
3251.252581967009
1644.120329571294
1502.7648606607045
1725.487647546167
2040.3297190465964
1856.9169102772348
1834.1393998438066
1562.8263125551953
