Spectral Spread
2301.7791985170024
2323.7702440930643
2303.576097357922
2332.101385302285
2323.430943862303
2396.550795866157
2386.144226905537
2340.974801262075
2395.443224289324
2443.365625308262
2430.230296297037
2411.460269195754
2434.811744436267
2116.5713805679898
1527.3895758057145
1429.5645149204117
1526.2492749475336
1551.243137858024
1563.8740514970734
1522.113007276281
1537.7578220354303
1890.1228849304061
1569.884271904038
1466.795745511422
1519.5034376968392
1501.296437697696
1513.4952489073382
1544.5522606405657
1545.466225099852
1608.0066933143378
2404.795403283154
1811.7640198244621
1476.1909486114926
1534.2427761948634
2233.3474444918343
1765.8354300435542
1349.0588192376997
1479.6286060992652
1707.557367484538
1692.3656827077339
1796.7637170240184
1622.09262748768
1574.1292008030116
1550.5057848906602
1599.4667758592373
1785.9519615715158
1780.8798219428706
1876.8142199551082
1406.918985971226
1287.9623137334734
1235.888111634598
1232.5978822180634
1320.6097662795044
1417.2150198431325
1444.3827881180075
1440.3601881540094
1451.9041630737538
1432.5126833837296
2407.5587032239027
2668.8869595694046
2133.4406944066413
2374.7379803936437
2520.591853465837
2430.183968143677
1623.9202849151416
1667.9653877808437
2084.4244570836363
2297.9378551767886
2277.752873522761
2291.155843810118
2205.06663552806
